COD_ETU;Note : TLGE3104;Résultat : TLGE3104;Session : TLGE3104;Année : TLGE3104;Note : TLGE3204;Résultat : TLGE3204;Session : TLGE3204;Année : TLGE3204;Note : TLGE3304;Résultat : TLGE3304;Session : TLGE3304;Année : TLGE3304;Note : TLGE3404;Résultat : TLGE3404;Session : TLGE3404;Année : TLGE3404;Note : TLGE3504;Résultat : TLGE3504;Session : TLGE3504;Année : TLGE3504;Note : TLGE3604;Résultat : TLGE3604;Session : TLGE3604;Année : TLGE3604;Note : TLGE3004;Résultat : TLGE3004;Session : TLGE3004;Année : TLGE3004;Note : TLGE4104;Résultat : TLGE4104;Session : TLGE4104;Année : TLGE4104;Note : TLGE4204;Résultat : TLGE4204;Session : TLGE4204;Année : TLGE4204;Note : TLGE4304;Résultat : TLGE4304;Session : TLGE4304;Année : TLGE4304;Note : TLGE4404;Résultat : TLGE4404;Session : TLGE4404;Année : TLGE4404;Note : TLGE4504;Résultat : TLGE4504;Session : TLGE4504;Année : TLGE4504;Note : TLGE4604;Résultat : TLGE4604;Session : TLGE4604;Année : TLGE4604;Note : TLGE4004;Résultat : TLGE4004;Session : TLGE4004;Année : TLGE4004
13013574;8;AC;2;2015;10;V;2;2015;10.3;V;1;2015;13.9;V;1;2014;10;V;2;2015;12.5;V;1;2014;10 783;V;2;2015;7;AC;2;2015;10;V;2;2015;15.2;V;1;2014;16.8;V;1;2014;12.4;V;1;2015;10.1;V;1;2015;11 917;V;2;2015
13013573;10;V;2;2015;10.05;V;1;2015;8;AC;2;2015;13.2;V;1;2014;7;AC;2;2015;15 925;V;1;2014;10 696;V;2;2015;7.95;AC;2;2015;10;V;2;2015;10;V;2;2014;16.2;V;1;2014;15.4;V;1;2015;7;AC;2;2015;11 092;V;2;2015
13013575;11.8;V;1;2014;12.93;V;1;2014;7;AC;2;2014;17.4;V;1;2014;14.25;V;1;2014;14 875;V;1;2014;13 043;V;2;2014;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NRA;1;2015;0;NV;2;2015
13013605;8;NV;2;2015;5 225;NV;2;2015;8.3;NV;2;2015;10;V;2;2015;8.75;NV;2;2015;10.45;V;1;2015;8 454;NV;2;2015;4.05;NRA;1;2015;;;;;16.75;V;1;2015;;;;;14.2;V;1;2015;;;;;;;1;2015
13013633;7;NV;2;2015;3;NRA;1;2015;2.8;NRA;1;2015;12.8;V;1;2014;4.25;NRA;1;2015;14;V;1;2014;7 308;NV;2;2015;3.15;NRA;1;2015;10;V;2;2015;10.75;V;1;2015;12;V;1;2015;10;V;1;2014;7.4;NV;2;2015;8 883;NV;2;2015
13013691;;;;;2.65;NRA;1;2015;;;;;6.1;NV;2;2015;;;;;11;V;1;2014;;;1;2015;;;;;;;;;;;;;;;;;7.4;NV;2;2015;;;;;;;1;2015
13013701;9;AC;2;2014;13.63;V;1;2014;12.8;V;1;2014;15.9;V;1;2014;11.65;V;1;2014;13;V;1;2014;12 663;V;2;2014;12 784;V;1;2015;11 825;V;1;2015;13.2;V;1;2014;17.1;V;1;2014;11.25;V;1;2014;10.3;V;1;2015;12 743;V;1;2015
13013703;;;;;;;;;;;;;;;;;;;;;0;NRA;1;2015;;;1;2015;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2015
13013722;10;V;2;2015;10;V;2;2015;7;AC;2;2015;11.2;V;1;2014;10;V;2;2015;14.3;V;1;2014;10 417;V;2;2015;11.2;V;1;2014;13.85;V;1;2014;15.4;V;1;2014;16.8;V;1;2014;9.75;AC;2;2014;10.1;V;1;2014;12.85;V;2;2014
13013748;10;V;1;2015;10;V;2;2015;10.1;V;1;2014;11 375;V;1;2014;9;AC;2;2015;10 275;V;1;2015;10 125;V;2;2015;11.45;V;1;2015;11.35;V;1;2015;10 875;V;1;2015;10;V;1;2015;16.8;V;1;2015;10;V;1;2015;11 746;V;1;2015
13013772;10;V;2;2014;16.45;V;1;2014;7;AC;2;2014;16.6;V;1;2014;12.05;V;1;2014;14.15;V;1;2014;12 708;V;2;2014;1 125;NRA;1;2015;0;NV;2;2015;0;NV;2;2015;16.2;V;1;2014;4.8;NRA;1;2015;0;NRA;1;2015;3 688;NV;2;2015
13013788;7.45;NV;2;2015;5 475;NV;2;2015;4.2;NRA;1;2015;10;V;2;2014;2.5;NRA;1;2015;14;V;1;2014;7 271;NV;2;2015;7;AC;2;2015;10;V;2;2015;10;V;2;2014;16.5;V;1;2014;14.5;V;1;2014;8.1;AC;2;2015;11 017;V;2;2015
13013839;;;;;;;;;;;;;10;V;2;2014;;;;;0;NRA;1;2015;;;1;2015;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2015
13013841;;;;;;;;;;;;;4.3;NRA;1;2015;;;;;0;NRA;1;2015;;;1;2015;;;;;;;;;;;;;;;;;0;NRA;1;2015;;;;;;;1;2015
13013902;10;V;2;2015;11 075;V;1;2015;10;V;2;2015;16.4;V;1;2014;10;V;2;2015;12.5;V;1;2014;11 663;V;2;2015;7;AC;2;2015;12.3;V;1;2015;10;V;2;2014;14.5;V;1;2015;10;V;2;2014;10.5;V;1;2015;10 717;V;2;2015
13013911;12.5;V;1;2015;11.6;V;1;2015;10.3;V;1;2014;15.25;V;1;2014;8.5;AC;2;2015;9 725;AC;2;2015;11 313;V;2;2015;10;V;2;2015;10 225;V;1;2015;12.5;V;1;2015;8;AC;2;2015;15.8;V;1;2015;10.4;V;1;2015;11 154;V;2;2015
13013925;10.5;V;1;2015;10 325;V;1;2015;10;V;2;2015;12.6;V;1;2015;11.25;V;1;2015;14.65;V;1;2014;11 554;V;2;2015;7 125;AC;2;2015;10;V;2;2015;12 875;V;1;2015;16.8;V;1;2014;16.2;V;1;2015;10;V;2;2015;12 167;V;2;2015
13013927;8.45;AC;2;2015;7.05;AC;2;2015;10;V;2;2015;13.4;V;1;2014;10;V;2;2015;15.85;V;1;2014;10 792;V;2;2015;7;AC;2;2014;10;V;2;2014;10;V;2;2014;12.3;V;1;2014;12.5;V;1;2014;10;V;2;2014;10.3;V;2;2014
13013928;7;NV;2;2015;4 175;NRA;1;2015;7.8;NV;2;2015;6.2;NV;2;2015;1;NRA;1;2015;12.5;V;1;2014;6 446;NV;2;2015;3.75;NRA;1;2015;5.3;NV;2;2015;0;NV;2;2015;10;V;2;2014;7.8;NV;2;2015;;;;;;;1;2015
13013929;9;NV;2;2015;10;V;2;2015;2.8;NRA;1;2015;14.9;V;1;2014;7;NV;2;2015;14.2;V;1;2014;9.65;NV;2;2015;5 075;NV;2;2015;10;V;2;2015;10;V;2;2014;12.6;V;1;2014;10;V;2;2014;7.4;NV;2;2015;9 179;NV;2;2015
13013931;;;;;;;;;;;;;10.4;V;1;2015;;;;;12.25;V;1;2014;;;1;2015;;;;;;;;;0;NRA;1;2015;;;;;4.8;NRA;1;2015;;;;;;;1;2015
13013934;7;NV;2;2015;8.05;NV;2;2015;8.5;NV;2;2015;11.6;V;1;2014;10;V;2;2015;13;V;1;2014;9 692;NV;2;2015;4.3;NRA;1;2015;10;V;2;2015;14 125;V;1;2015;13;V;1;2015;10.2;V;1;2015;8.5;NV;2;2015;10 021;NV;2;2015
13013935;8.45;NV;2;2015;10;V;2;2015;10;V;2;2015;12.5;V;1;2015;6.75;NV;2;2015;13.75;V;1;2014;10 242;NV;2;2015;7;NV;2;2015;10;V;2;2015;13.25;V;1;2015;12.75;V;1;2015;12.4;V;1;2015;;;;;;;1;2015
13013936;8;NV;2;2015;8;NV;2;2015;11.4;V;1;2015;7;NV;2;2015;8.25;NV;2;2015;13.6;V;1;2014;9 375;NV;2;2015;5.65;NV;2;2015;3.3;NRA;1;2015;6 875;NV;2;2015;15;V;1;2015;11.4;V;1;2015;;;;;;;1;2015
13013937;7;NV;2;2015;11 125;V;1;2015;1.5;NRA;1;2015;15;V;1;2014;9.25;NV;2;2015;13.5;V;1;2014;9 563;NV;2;2015;10 125;V;1;2015;10;V;2;2015;10.1;V;1;2014;16.5;V;1;2015;10.75;V;1;2014;7.1;AC;2;2015;10 763;V;2;2015
13013939;0;NRA;1;2015;12.33;V;1;2014;0;NRA;1;2015;14.6;V;1;2014;;;;;12.5;V;1;2014;;;1;2015;10;V;2;2014;10;V;2;2014;10;V;2;2014;12.6;V;1;2014;13.25;V;1;2014;10;V;2;2014;10 975;V;2;2014
13013940;;;;;10;V;2;2015;;;;;7.5;NV;2;2015;;;;;14.6;V;1;2014;;;1;2015;8 225;AC;2;2015;11.25;V;1;2015;10 875;V;1;2015;14.7;V;1;2014;10.4;V;1;2015;7;AC;2;2015;10 408;V;2;2015
13013941;7;NV;2;2015;11.35;V;1;2015;10;V;2;2015;10.9;V;1;2015;3.75;NRA;1;2015;10;V;2;2014;8 833;NV;2;2015;5 725;NV;2;2015;10;V;2;2015;9 125;NV;2;2015;;NV;2;2015;13.2;V;1;2015;;;;;;;1;2015
13013942;10;V;2;2014;12.75;V;1;2014;7.5;AC;2;2015;14.4;V;1;2014;8.75;AC;2;2015;13.6;V;1;2014;11 167;V;2;2015;10;V;2;2014;10.45;V;1;2014;10;V;2;2014;9;AC;2;2014;14.25;V;1;2014;7;AC;2;2014;10 117;V;2;2014
13013943;;;;;;;;;;;;;0;NRA;1;2015;;;;;0;NRA;1;2015;;;1;2015;;;;;;;;;;;;;;;;;0;NRA;1;2015;;;;;;;1;2015
13013944;7;NV;2;2015;10 925;V;1;2015;7.6;NV;2;2015;12.4;V;1;2014;9.2;NV;2;2015;12.5;V;1;2014;9 938;NV;2;2015;7;AC;2;2015;10;V;2;2015;10 375;V;1;2015;17.25;V;1;2015;9;AC;2;2015;9;AC;2;2015;10 438;V;2;2015
13013945;8;AC;2;2015;10;V;2;2015;7;AC;2;2015;12.8;V;1;2014;7.75;AC;2;2015;14 675;V;1;2014;10 038;V;2;2015;6.1;NV;2;2015;10;V;2;2015;10;V;2;2014;11;V;1;2015;10;V;1;2014;6.2;NV;2;2015;8 883;NV;2;2015
13013950;7;AC;2;2015;14 025;V;1;2015;10.6;V;1;2015;13.6;V;1;2014;10.25;V;1;2015;14.2;V;1;2014;11 613;V;2;2015;7;AC;2;2015;10;V;2;2015;11.5;V;1;2014;16.2;V;1;2014;12.75;V;1;2014;8.1;AC;2;2015;10 925;V;2;2015
13013958;8.4;AC;2;2015;10;V;2;2015;11.8;V;1;2014;17.1;V;1;2014;11;V;1;2015;15;V;1;2014;12 217;V;2;2015;7.7;AC;2;2014;13.1;V;1;2014;10.4;V;1;2014;11.7;V;1;2014;12.75;V;1;2014;10;V;2;2014;10 942;V;2;2014
13013961;11.75;V;1;2015;12;V;1;2015;10.2;V;1;2014;15.7;V;1;2014;10;V;2;2015;16.4;V;1;2014;12 675;V;2;2015;15.3;V;1;2014;14 975;V;1;2014;13 656;V;1;2014;13.8;V;1;2014;9;AC;2;2014;10;V;2;2014;12 789;V;2;2014
13013967;15.1;V;1;2014;17 475;V;1;2015;13.2;V;1;2014;17.3;V;1;2014;12;V;1;2015;16.6;V;1;2014;15 279;V;1;2015;18;V;1;2014;18.2;V;1;2014;15.8;V;1;2014;17.4;V;1;2014;15;V;1;2014;13;V;1;2014;16 233;V;1;2014
13013986;7;NV;2;2015;10;V;2;2015;5.2;NV;2;2015;14.5;V;1;2014;7;NV;2;2015;13.5;V;1;2014;9 533;NV;2;2015;0;NRA;1;2015;0;NRA;1;2015;5 375;NV;2;2015;3.5;NRA;1;2015;0;NRA;1;2015;;;;;;;1;2015
13013992;;;;;;;;;3.2;NRA;1;2015;6.5;NV;2;2015;;;;;10.05;V;1;2015;;;1;2015;3 375;NRA;1;2015;5.2;NV;2;2015;0;NV;2;2015;12;V;1;2015;11;V;1;2015;10;V;1;2015;6 929;NV;2;2015
13014170;10;V;2;2015;13.1;V;1;2015;11.4;V;1;2015;12.1;V;1;2015;10;V;2;2015;10.45;V;1;2015;11 175;V;2;2015;7;AC;2;2015;14.1;V;1;2015;17 125;V;1;2015;12.75;V;1;2015;16.8;V;1;2015;10;V;2;2015;12 963;V;2;2015
13014238;11.5;V;1;2015;10 125;V;1;2015;10.2;V;1;2014;10;V;2;2014;10;V;2;2015;10.85;V;1;2015;10 446;V;2;2015;7;AC;2;2015;10;V;2;2015;11 875;V;1;2015;9.75;AC;2;2015;12.2;V;1;2015;10;V;1;2015;10 138;V;2;2015
13014276;;;;;;;;;;;;;11.2;V;1;2014;;;;;10.2;V;1;2015;;;1;2015;;;;;;;;;;;;;;;;;0;NRA;1;2015;;;;;;;1;2015
13014299;;;;;;;;;;;;;13.6;V;1;2014;;;;;13.5;V;1;2014;;;1;2015;;;;;;;;;;;;;;;;;0;NRA;1;2015;;;;;;;1;2015
13014302;9;AC;2;2015;10;V;2;2015;10;V;2;2015;14;V;1;2014;10;V;2;2015;14.75;V;1;2014;11 292;V;2;2015;8.8;AC;2;2014;14.25;V;1;2014;9.5;AC;2;2014;12.6;V;1;2014;9.25;AC;2;2014;10.1;V;1;2014;10.75;V;2;2014
13014332;;;;;8.5;NV;2;2015;10;V;2;2015;11.2;V;1;2014;10;V;2;2015;14.65;V;1;2014;;;1;2015;10.55;V;1;2015;10;V;2;2015;10.9;V;1;2014;17.1;V;1;2014;14.25;V;1;2014;7.9;AC;2;2015;11 783;V;2;2015
13014358;8.6;NV;2;2015;8 925;NV;2;2015;11.4;V;1;2015;10;V;1;2014;4.25;NRA;1;2015;13.25;V;1;2014;9 404;NV;2;2015;6.6;NV;2;2015;10;V;2;2015;9 625;NV;2;2015;12;V;1;2015;10;V;1;2014;8;NV;2;2015;9 371;NV;2;2015
13014364;;;;;;;;;;;;;;;;;;;;;0;NRA;1;2015;;;1;2015;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2015
13014481;;;;;8.3;NV;2;2015;;;;;10.8;V;1;2015;;;;;10 525;V;1;2015;;;1;2015;6 775;NV;2;2015;10;V;2;2015;10;V;2;2014;17.5;V;1;2015;10;V;2;2014;10;V;1;2015;10 713;NV;2;2015
13014482;10;V;2;2015;10;V;2;2015;12.4;V;1;2015;13.1;V;1;2014;10;V;2;2014;13;V;1;2014;11 417;V;2;2015;7 875;AC;2;2015;11 275;V;1;2015;17;V;1;2015;13;V;1;2015;13.4;V;1;2015;10;V;1;2015;12 092;V;2;2015
13014535;;;;;;;;;;;;;10 004;V;1;2014;;;;;10;V;2;2014;;;1;2015;0;NRA;1;2015;;;;;0;NRA;1;2015;0;NRA;1;2015;2;NRA;1;2015;;;;;;;1;2015
13014539;;;;;;;;;;;;;11.3;V;1;2015;;;;;13.5;V;1;2014;;;1;2015;5 063;NV;2;2015;3.6;NRA;1;2015;10;V;1;2015;14.5;V;1;2015;10;V;2;2014;2.2;NRA;1;2015;7 561;NV;2;2015
13014540;;;;;;;;;2.6;NRA;1;2015;3;NRA;1;2015;;;;;13.2;V;1;2014;;;1;2015;5.95;NV;2;2015;4.4;NRA;1;2015;7.5;NV;2;2015;;;;;12.2;V;1;2015;;;;;;;1;2015
13014601;10;V;2;2015;13.5;V;1;2015;10;V;1;2015;12.1;V;1;2015;10;V;2;2015;10.1;V;1;2015;10.95;V;2;2015;7;AC;2;2015;10;V;2;2015;12 625;V;1;2015;12.75;V;1;2015;11.8;V;1;2015;9;AC;2;2015;10 529;V;2;2015
13014612;10;V;2;2015;10;V;2;2015;10.3;V;1;2015;14.1;V;1;2015;10;V;2;2015;10 725;V;1;2015;10 854;V;2;2015;14 225;V;1;2015;16 075;V;1;2015;15.75;V;1;2015;13;V;1;2015;18;V;1;2015;12.6;V;1;2015;14 942;V;1;2015
13014647;;;;;;;;;1.7;NRA;1;2015;13.4;V;1;2014;;;;;12.5;V;1;2014;;;1;2015;0;NRA;1;2015;0;NRA;1;2015;10;V;2;2014;0;NRA;1;2015;0;NRA;1;2015;;;;;;;1;2015
13014660;;;;;;;;;.8;NRA;1;2015;2.3;NRA;1;2015;;;;;13.5;V;1;2014;;;1;2015;5.04;NV;2;2015;;;;;10 125;V;1;2015;;;;;10;V;2;2015;;;;;;;1;2015
13014730;10;V;2;2015;10;V;2;2014;10;V;1;2014;14.4;V;1;2014;7;AC;2;2015;14;V;1;2014;10.9;V;2;2015;9;AC;2;2014;10 175;V;1;2014;10;V;2;2014;9;AC;2;2014;15.25;V;1;2014;11.45;V;1;2014;10 813;V;2;2014
13014997;10;V;2;2014;15.48;V;1;2014;7.3;AC;2;2014;14.3;V;1;2014;11.35;V;1;2014;15.1;V;1;2014;12 255;V;2;2014;7;AC;2;2015;10 925;V;1;2014;9;AC;2;2015;9;AC;2;2015;10.5;V;1;2014;11.1;V;1;2015;9 588;AC;2;2015
13015003;4.05;NRA;1;2015;10;V;2;2014;10.2;V;1;2014;12;V;1;2014;11;V;1;2015;14.7;V;1;2014;10 083;NV;2;2015;12.8;V;1;2014;11.45;V;1;2014;13;V;1;2014;7.5;AC;2;2014;13.75;V;1;2014;10.05;V;1;2014;11 425;V;2;2014
13015012;10;V;2;2015;10 175;V;1;2015;6.5;NV;2;2015;11.5;V;1;2014;10;V;2;2015;13.1;V;1;2014;10 213;NV;2;2015;7.6;AC;2;2015;10.4;V;1;2015;10.1;V;1;2014;16.2;V;1;2014;11;V;1;2014;10;V;2;2015;10 883;V;2;2015
13015013;7;NV;2;2015;4.55;NRA;1;2015;2.8;NRA;1;2015;14.3;V;1;2014;8;NV;2;2015;14.5;V;1;2014;8 525;NV;2;2015;;;;;;;;;;;;;;;;;12;V;1;2015;;;;;;;1;2015
13015282;10;V;2;2015;10 675;V;1;2015;10;V;2;2014;10.8;V;1;2014;8.5;AC;2;2015;14 075;V;1;2014;10 675;V;2;2015;3.4;NRA;1;2015;10;V;2;2014;15;V;1;2015;10.75;V;1;2015;10.75;V;1;2014;10;V;1;2015;9 983;NV;2;2015
13015437;10;V;2;2015;10;V;2;2015;10.9;V;1;2015;11;V;1;2014;10;V;2;2015;11 625;V;1;2015;10 588;V;2;2015;11.8;V;1;2015;10.75;V;1;2015;12.7;V;1;2014;13.2;V;1;2014;10;V;2;2014;7.2;AC;2;2015;10 942;V;2;2015
13015756;;;;;4.05;NRA;1;2015;;;;;10.2;V;1;2014;4.75;NRA;1;2015;13.05;V;1;2014;;;1;2015;2 775;NRA;1;2015;;;;;8 875;NV;2;2015;;;;;10;V;2;2015;;;;;;;1;2015
13016272;8;AC;2;2015;10;V;2;2015;11.2;V;1;2015;10;V;1;2014;9.75;AC;2;2015;13.6;V;1;2014;10 425;V;2;2015;8;AC;2;2015;10 275;V;1;2015;10.1;V;1;2014;11;V;1;2015;10;V;2;2014;10;V;1;2015;9 896;AC;2;2015
13016449;7;NV;2;2015;9;NV;2;2015;7;NV;2;2015;4.4;NRA;1;2015;4.75;NRA;1;2015;14 175;V;1;2014;7 721;NV;2;2015;7.9;AC;2;2015;10;V;2;2015;13.6;V;1;2014;12.3;V;1;2014;10;V;2;2014;9;AC;2;2015;10 467;V;2;2015
14000003;16;V;1;2015;12.8;V;1;2015;12.6;V;1;2015;11.3;V;1;2015;14.75;V;1;2015;10 275;V;1;2015;12 954;V;1;2015;12.05;V;1;2015;15 925;V;1;2015;15 125;V;1;2015;11;V;1;2015;19;V;1;2015;10;V;1;2015;13.85;V;1;2015
14000008;10;V;2;2015;10;V;2;2015;10;V;1;2015;16.8;V;1;2015;8.4;AC;2;2015;10.2;V;1;2015;10.9;V;2;2015;10.05;V;1;2015;13.3;V;1;2015;15 125;V;1;2015;16;V;1;2015;14.6;V;1;2015;12.3;V;1;2015;13 563;V;1;2015
14000012;11.75;V;1;2015;17.9;V;1;2015;18.4;V;1;2015;17.6;V;1;2015;11.5;V;1;2015;11.25;V;1;2015;14 733;V;1;2015;13 825;V;1;2015;15.75;V;1;2015;14 375;V;1;2015;17.75;V;1;2015;17.6;V;1;2015;14.1;V;1;2015;15 567;V;1;2015
14000041;10.5;V;1;2015;12.25;V;1;2015;14.3;V;1;2015;11.8;V;1;2015;10.75;V;1;2015;11.1;V;1;2015;11 783;V;1;2015;8;AC;2;2015;11.6;V;1;2015;11;V;1;2015;12.25;V;1;2015;12.6;V;1;2015;12;V;1;2015;11 242;V;2;2015
14000051;5.1;NV;2;2015;6 575;NV;2;2015;2.4;NRA;1;2015;6;NV;2;2015;;NV;2;2015;9 875;NV;2;2015;5.95;NV;1;2015;5.55;NV;2;2015;6.9;NV;2;2015;10.5;V;1;2015;12.5;V;1;2015;12;V;1;2015;5;NV;2;2015;8 742;NV;2;2015
14000054;;;;;;;;;8.2;NV;2;2015;10;V;2;2015;;;;;9.5;NV;2;2015;;;1;2015;6.05;NV;2;2015;10;V;2;2015;11.5;V;1;2015;15;V;1;2015;15.4;V;1;2015;10;V;1;2015;11 325;NV;2;2015
14000056;10.5;V;1;2015;12.25;V;1;2015;14;V;1;2015;16.9;V;1;2015;18;V;1;2015;10;V;2;2015;13 608;V;2;2015;8 475;AC;2;2015;15.65;V;1;2015;17.25;V;1;2015;17.5;V;1;2015;18.8;V;1;2015;13.2;V;1;2015;15 146;V;2;2015
14000058;11.55;V;1;2015;10.9;V;1;2015;10.3;V;1;2015;17;V;1;2015;12.25;V;1;2015;10;V;2;2015;12;V;2;2015;8 725;AC;2;2015;12.3;V;1;2015;16 375;V;1;2015;17.75;V;1;2015;16.4;V;1;2015;10;V;1;2015;13 592;V;2;2015
14000060;;;;;;;;;7;NV;2;2015;;;;;;;;;10 875;V;1;2015;;;1;2015;5 075;NV;2;2015;0;NRA;1;2015;15 125;V;1;2015;12.75;V;1;2015;7.6;NV;2;2015;10;V;1;2015;8 425;NV;2;2015
14000079;9.4;AC;2;2015;10;V;2;2015;10;V;2;2015;10;V;2;2015;10;V;2;2015;9.5;AC;2;2015;9 817;AC;2;2015;7;AC;2;2015;10;V;2;2015;14 375;V;1;2015;16.5;V;1;2015;14.6;V;1;2015;12.5;V;1;2015;12 496;V;2;2015
14000082;11;V;1;2015;13.95;V;1;2015;13;V;1;2015;17.8;V;1;2015;10.5;V;1;2015;10.05;V;1;2015;12 717;V;1;2015;10;V;2;2015;14 275;V;1;2015;15 375;V;1;2015;12.75;V;1;2015;18.6;V;1;2015;15.7;V;1;2015;14.45;V;2;2015
14000084;9.6;AC;2;2015;17.8;V;1;2015;10;V;2;2015;17.7;V;1;2015;11;V;1;2015;10.7;V;1;2015;12.8;V;2;2015;14.5;V;1;2015;11 375;V;1;2015;13 125;V;1;2015;16.5;V;1;2015;19.2;V;1;2015;10.6;V;1;2015;14 217;V;1;2015
14000100;9;NV;2;2015;4.1;NRA;1;2015;10;V;2;2015;9.5;NV;2;2015;10.75;V;1;2015;10.25;V;1;2015;8 933;NV;2;2015;6.85;NV;2;2015;11.7;V;1;2015;15 125;V;1;2015;13;V;1;2015;15.6;V;1;2015;10;V;1;2015;12 046;NV;2;2015
14000104;10;V;1;2015;8;AC;2;2015;11.5;V;1;2015;15.8;V;1;2015;8.5;AC;2;2015;9.6;AC;2;2015;10 567;V;2;2015;10.9;V;1;2015;16 025;V;1;2015;14.5;V;1;2015;13;V;1;2015;15;V;1;2015;13.8;V;1;2015;13 871;V;1;2015
14000109;;;;;;;;;3;NRA;1;2015;;;;;;;;;10.3;V;1;2015;;;1;2015;3.35;NRA;1;2015;7.25;NV;2;2015;13.75;V;1;2015;12.25;V;1;2015;15.4;V;1;2015;7;NV;2;2015;9 833;NV;2;2015
14000164;;;;;;;;;;;;;10;V;2;2015;;;;;10 025;V;1;2015;;;1;2015;;;;;;;;;16 375;V;1;2015;11.5;V;1;2015;18.4;V;1;2015;;;;;;;1;2015
14000170;9.5;NV;2;2015;;;;;12.4;V;1;2015;6.7;NV;2;2015;;;;;10.05;V;1;2015;;;1;2015;5 425;NV;2;2015;10.65;V;1;2015;;;;;12.75;V;1;2015;17.4;V;1;2015;;;;;;;1;2015
14000173;6.1;NV;2;2015;;;;;12.5;V;1;2015;;;;;;;;;10.5;V;1;2015;;;1;2015;10 175;V;1;2015;10;V;2;2015;17;V;1;2015;14.5;V;1;2015;12.2;V;1;2015;8.2;AC;2;2015;12 013;V;2;2015
14000177;7;AC;2;2015;7 775;AC;2;2015;10;V;2;2015;10;V;2;2015;10.5;V;1;2015;10 425;V;1;2015;9 283;AC;2;2015;7;AC;2;2015;11.85;V;1;2015;12;V;1;2015;13.25;V;1;2015;15.4;V;1;2015;10.5;V;1;2015;11 667;V;2;2015
14000182;10;V;2;2015;10.35;V;1;2015;12;V;1;2015;15.7;V;1;2015;12.25;V;1;2015;10;V;2;2015;11 717;V;2;2015;10 038;V;1;2015;12.8;V;1;2015;13;V;1;2015;14.25;V;1;2015;17.6;V;1;2015;10.9;V;1;2015;13 098;V;1;2015
14000188;8;AC;2;2015;12.95;V;1;2015;10;V;1;2015;12.3;V;1;2015;10;V;2;2015;10.15;V;1;2015;10 567;V;2;2015;3 625;NRA;1;2015;10;V;2;2015;12.75;V;1;2015;12.5;V;1;2015;10;V;1;2015;10;V;1;2015;9 813;NV;2;2015
14000193;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2015;;;;;;;;;10.5;V;1;2015;;;;;;;;;;;;;;;1;2015
14000194;;;;;;;;;10;V;2;2015;12.7;V;1;2015;;;;;10.8;V;1;2015;;;1;2015;8;AC;2;2015;10.45;V;1;2015;15;V;1;2015;11;V;1;2015;17.8;V;1;2015;10;V;1;2015;12 042;V;2;2015
14000231;;;;;;;;;1.3;NRA;1;2015;7.5;NV;2;2015;2.5;NRA;1;2015;10.15;V;1;2015;;;1;2015;;;;;0;NRA;1;2015;8.5;NV;2;2015;;;;;10;V;2;2015;;;;;;;1;2015
14000232;9;AC;2;2015;10 775;V;1;2015;10;V;2;2015;11.9;V;1;2015;10;V;2;2015;10 725;V;1;2015;10.4;V;2;2015;8 875;AC;2;2015;12 175;V;1;2015;16 125;V;1;2015;11;V;1;2015;13.6;V;1;2015;12.6;V;1;2015;12 396;V;2;2015
14000246;12.25;V;1;2015;13.05;V;1;2015;11.2;V;1;2015;15.4;V;1;2015;12.25;V;1;2015;10;V;2;2015;12 358;V;2;2015;10.15;V;1;2015;15.25;V;1;2015;16 625;V;1;2015;13;V;1;2015;17.2;V;1;2015;14.6;V;1;2015;14 471;V;1;2015
14000250;8.5;AC;2;2015;8 275;AC;2;2015;10.1;V;1;2015;12.9;V;1;2015;10;V;2;2015;10.5;V;1;2015;10 046;V;2;2015;7;AC;2;2015;10.5;V;1;2015;10;V;1;2015;9.5;AC;2;2015;13.8;V;1;2015;10;V;1;2015;10 133;V;2;2015
14000251;10;V;2;2015;10.85;V;1;2015;14.9;V;1;2015;16.5;V;1;2015;11;V;1;2015;10 125;V;1;2015;12 229;V;2;2015;10 175;V;1;2015;11.5;V;1;2015;12.75;V;1;2015;15.5;V;1;2015;17;V;1;2015;11.7;V;1;2015;13 104;V;1;2015
14000252;9.1;AC;2;2015;13.1;V;1;2015;12.7;V;1;2015;17.8;V;1;2015;10;V;2;2015;10;V;2;2015;12 117;V;2;2015;10.15;V;1;2015;10;V;2;2015;15 275;V;1;2015;16.75;V;1;2015;16;V;1;2015;11.7;V;1;2015;13 313;V;2;2015
14000256;7;AC;2;2015;8.9;AC;2;2015;7;AC;2;2015;12.9;V;1;2015;10;V;1;2015;10 425;V;1;2015;9 371;AC;2;2015;10 525;V;1;2015;10;V;2;2015;16.25;V;1;2015;12;V;1;2015;11.4;V;1;2015;10;V;2;2015;11 696;V;2;2015
14000259;10;V;2;2015;12 475;V;1;2015;13.6;V;1;2015;19.1;V;1;2015;10;V;2;2015;11.15;V;1;2015;12 721;V;2;2015;10.4;V;1;2015;14 675;V;1;2015;17.5;V;1;2015;14.5;V;1;2015;18.4;V;1;2015;10;V;1;2015;14 246;V;1;2015
